mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_46561,N=C1OCC23CC(C2)C13,3.14767,1.69922,1.35999,3.1713,77.61,-0.2573,0.0238,0.2811,970.4529,0.150605,-401.890174,-401.883517,-401.882572,-401.92103,27.626
gdb_56834,CC(C#N)N1C2CC1C2,3.02488,1.24556,1.04884,4.4085,80.85,-0.2379,0.0328,0.2708,1197.6066,0.159471,-382.004541,-381.996242,-381.995297,-382.037875,31.697
gdb_118168,CC#CCC(O)CCO,6.00282,0.51466,0.4936,0.281,84.77,-0.2407,0.0523,0.293,2237.6017,0.178752,-424.19648,-424.184692,-424.183748,-424.235839,39.852
gdb_58249,CC(O)C(C)C1CC1C,2.42347,1.06423,0.90084,1.5259,88.73,-0.2539,0.0728,0.3267,1462.2177,0.226855,-389.485705,-389.474642,-389.473697,-389.521631,41.507
gdb_64763,CC1(CC#N)COC=N1,3.4614,1.11734,1.05779,4.7733,72.57,-0.2666,0.0049,0.2716,1170.6622,0.136252,-418.040109,-418.031548,-418.030604,-418.07411,30.975
gdb_29171,OC1=COC(=N)C(O)=N1,3.09837,1.4927,1.00738,2.1783,67.59,-0.2049,-0.057,0.148,1068.0156,0.089788,-489.909476,-489.902065,-489.901121,-489.941393,28.354
gdb_43403,O=C1C=CCNC1C#C,2.84787,1.47558,1.00295,3.9829,78.38,-0.2308,-0.0542,0.1765,1134.2889,0.124178,-400.725491,-400.71741,-400.716466,-400.758238,30.65
gdb_56419,OC(C#C)C#CCC#N,2.98234,0.70253,0.64337,2.6487,75.89,-0.2758,-0.0066,0.2692,1703.8767,0.097855,-399.478374,-399.468604,-399.467659,-399.515683,33.392
gdb_93951,CC1CCC(O1)C1CO1,2.92118,1.2407,1.03382,1.3129,78.34,-0.2418,0.0853,0.3271,1246.3919,0.182907,-424.218396,-424.2096,-424.208656,-424.252494,33.002
gdb_128225,CNC1=CN=NNC1=N,2.76396,1.51575,0.98498,2.8667,80.41,-0.2054,-0.0387,0.1666,1147.4534,0.126262,-430.23377,-430.225543,-430.224599,-430.266838,30.36
gdb_48964,O=CC12CC3CCC1C23,3.71699,1.3459,1.18211,3.0573,80.26,-0.2419,-0.0218,0.22,1082.7719,0.161045,-385.89052,-385.883107,-385.882163,-385.922385,29.321
gdb_51200,N=COC12CN3C1CC23,3.9902,1.17398,1.05564,2.1183,75.31,-0.2572,0.014,0.2712,1154.3921,0.136091,-417.902059,-417.894468,-417.893524,-417.935153,28.54
gdb_36504,N#CCC1CCC=CC1,3.72577,0.96168,0.80942,4.0558,84.5,-0.2479,0.0198,0.2677,1410.85,0.172939,-366.054122,-366.045617,-366.044673,-366.087634,32.274
gdb_128559,COC1=CC(=N)NN=C1,3.0491,1.30806,0.92073,1.8486,77.82,-0.2057,-0.0411,0.1647,1215.3026,0.126233,-434.071283,-434.063403,-434.062459,-434.103757,29.793
gdb_79251,OC1C2C3CC1(O)C23O,2.44169,1.66233,1.40913,1.3533,67.54,-0.2274,0.0604,0.2877,980.1337,0.134903,-458.898281,-458.890125,-458.889181,-458.930298,32.348
gdb_43544,O=C1NC(C#C)C11CC1,2.46921,1.48512,1.09571,3.29,76.43,-0.2512,0.0163,0.2675,1111.3459,0.123002,-400.718124,-400.709606,-400.708662,-400.751456,31.745
gdb_106028,COC12C3NC(C13)C2=O,2.66871,1.69371,1.28427,3.5474,68.72,-0.2181,-0.0004,0.2177,1000.7622,0.123652,-437.803805,-437.795988,-437.795043,-437.836579,29.143
gdb_95946,CC1OCCC1(O)C=O,2.10154,1.53693,1.27288,1.8434,71.71,-0.2502,-0.0377,0.2125,1101.553,0.157119,-460.175689,-460.166182,-460.165238,-460.210685,34.307
gdb_132332,OC1=NC(F)=CC(=N)O1,2.10176,1.8474,0.98319,2.5628,62.28,-0.2344,-0.0426,0.1918,1061.0291,0.077885,-513.958792,-513.951873,-513.950929,-513.99042,26.185
gdb_37740,C1CC23OC4C2C(O1)C34,3.44152,1.94295,1.50937,0.8175,70.26,-0.2316,0.0776,0.3092,869.9264,0.137923,-421.723429,-421.717327,-421.716383,-421.753535,26.063
gdb_8728,OC(C#C)C(=O)C#N,2.67149,1.86669,1.24277,1.63,58.45,-0.2931,-0.1087,0.1845,914.0806,0.068753,-397.366234,-397.358,-397.357056,-397.399469,28.022
gdb_57956,CC(C)C(=O)CN1CC1,3.30891,0.94394,0.83873,1.9683,83.43,-0.2339,-0.0178,0.2161,1486.6984,0.191896,-404.335926,-404.325497,-404.324553,-404.372449,37.284
gdb_24977,N=C1OC2=C(CNC2)O1,4.72995,1.27696,1.02323,3.4041,68.65,-0.214,0.0256,0.2396,1100.3408,0.115395,-453.938796,-453.931726,-453.930782,-453.970559,26.74
gdb_47464,O=C1CCNC1CC#N,3.06579,1.11254,0.86925,4.6267,72.71,-0.2412,-0.0426,0.1986,1288.7382,0.136851,-418.04079,-418.032241,-418.031296,-418.075111,30.824
gdb_22085,CC1(CCC(=NO)C1)C,3.44261,0.99183,0.94326,0.9186,85.46,-0.2368,0.0145,0.2513,1367.28,0.19319,-404.338791,-404.329248,-404.328304,-404.372622,37.176
gdb_124191,CC#CCc1cn[nH]n1,5.01948,0.78599,0.68844,0.6694,77.68,-0.2482,-0.0039,0.2443,1584.5432,0.125186,-396.913223,-396.904293,-396.903349,-396.950741,30.233
gdb_120550,CCCC1CC(CC)O1,2.97058,0.76349,0.6757,1.405,90.31,-0.2393,0.089,0.3282,1837.806,0.227781,-389.494622,-389.48394,-389.482996,-389.531372,38.856
gdb_102869,CN=CNC(=NC)OC,3.05662,0.92967,0.81093,2.3724,85.56,-0.2243,0.0075,0.2317,1520.7442,0.168829,-436.460981,-436.450112,-436.449168,-436.497687,37.078
gdb_24822,C#Cc1coccc1=O,3.0469,1.50587,1.00779,3.6962,76.06,-0.2411,-0.0452,0.1959,1077.7506,0.089446,-419.436308,-419.428957,-419.428012,-419.468252,27.715
gdb_51184,O=COC12CC1CCC2,4.1633,1.0083,0.92379,4.1696,76.05,-0.2671,0.0069,0.2741,1296.8536,0.159947,-423.052338,-423.044185,-423.043241,-423.085348,31.055
gdb_17048,COC1C2CC1C2=O,5.21325,1.39506,1.32119,2.9317,65.65,-0.2405,0.0041,0.2446,956.6637,0.130171,-383.689415,-383.682154,-383.681209,-383.721108,26.992
gdb_114795,COC1CC2CC=CC12,3.46342,1.2012,1.06021,1.058,83.98,-0.2326,0.0288,0.2614,1226.9459,0.18371,-387.082304,-387.074,-387.073056,-387.115442,32.032
gdb_50612,O=CC1CCC=C1C=O,2.14125,1.56393,1.02796,3.557,77.09,-0.2451,-0.0676,0.1775,1158.188,0.135228,-421.865469,-421.856981,-421.856037,-421.89952,30.257
gdb_48999,N=C1NC2(COC12)C=O,2.47544,1.64574,1.14087,2.5035,68.65,-0.2514,-0.0565,0.1949,1041.209,0.111958,-453.905054,-453.897277,-453.896333,-453.937569,28.837
gdb_108832,CCC1=CC(C)C2CC12,3.16956,1.10314,0.93229,0.2652,92.28,-0.2169,0.0272,0.244,1389.5188,0.206359,-351.166474,-351.157259,-351.156315,-351.200398,35.699
gdb_66988,CC12C3OC(OC13)C2=O,2.53809,2.06964,1.56183,2.8797,62.91,-0.2298,-0.0302,0.1996,877.5136,0.112934,-457.754354,-457.747369,-457.746425,-457.785777,26.914
gdb_65053,CC1(CO1)C1(CC1)C#C,2.30776,1.50606,1.2133,0.9947,81.21,-0.2454,0.0454,0.2909,1120.2933,0.156336,-385.827937,-385.818673,-385.817729,-385.861648,35.463
gdb_131158,C#CCc1c(nn[nH]1)O,3.49984,1.17837,0.88632,3.1289,69.15,-0.226,0.0006,0.2266,1210.5678,0.100931,-432.830702,-432.822513,-432.821569,-432.86492,29.705
gdb_33737,N#CC12CC(C1)C1OC21,3.30583,1.52741,1.30015,4.3932,72.16,-0.2773,0.0173,0.2947,973.1354,0.126434,-400.71491,-400.70832,-400.707376,-400.745802,26.901
gdb_74981,CC1=CC2CCC2(O)C1,2.74662,1.37231,1.14295,1.0633,84.46,-0.226,0.0307,0.2567,1180.7342,0.182485,-387.101384,-387.092681,-387.091737,-387.134859,34.162
gdb_53877,CC(=O)C(=O)OCC=O,4.1474,0.842,0.74951,1.586,63.8,-0.2652,-0.0839,0.1813,1464.8878,0.107803,-494.944292,-494.934488,-494.933544,-494.981128,32.293
gdb_65279,CC1(CC1)N=COC=O,4.22544,0.74382,0.7154,3.8785,77.58,-0.2539,-0.029,0.2249,1610.4137,0.14492,-439.092988,-439.0835,-439.082556,-439.128242,33.697
gdb_97748,CCC#CC1C2CCC12,3.6396,0.8055,0.76667,0.2293,92.57,-0.2266,0.0553,0.2819,1623.9329,0.182543,-349.905788,-349.896462,-349.895518,-349.941791,34.369
gdb_91970,OC1CN2CC2C11CO1,2.46389,1.74085,1.3912,2.1311,71.13,-0.2309,0.0537,0.2846,988.7737,0.148188,-439.034191,-439.026484,-439.02554,-439.066101,30.498
gdb_58595,CC(C)C1(CC#C)CO1,2.34321,1.28601,0.97258,1.2522,83.08,-0.2565,0.0461,0.3026,1293.3946,0.179121,-387.041942,-387.031726,-387.030782,-387.077224,38.134
gdb_42541,O=C1C2C3C1NC23C#N,4.61385,1.2265,1.1361,3.5529,67.78,-0.252,-0.0342,0.2178,1022.2577,0.089902,-415.553332,-415.54656,-415.545616,-415.584664,25.964
gdb_118717,CC1(CCO)C2COC12,3.94219,0.8725,0.8351,0.8554,78.67,-0.2309,0.0761,0.307,1453.3497,0.181197,-424.172493,-424.162972,-424.162028,-424.207134,35.307
gdb_119013,C1CCC(C1)(CCO)O,3.43381,0.8632,0.84681,2.0943,81.39,-0.261,0.0643,0.3253,1500.718,0.205709,-425.43752,-425.427493,-425.426548,-425.472863,37.551
gdb_103608,CCC1(C)CC(O)C1=O,2.63639,1.19795,1.03012,2.289,78.84,-0.2429,-0.0268,0.2161,1274.442,0.1798,-424.237834,-424.227549,-424.226605,-424.272857,37.6
gdb_30197,CC1CC2=CC=C(N)N12,2.53627,1.67532,1.07854,1.806,84.27,-0.1732,0.0638,0.237,1137.8469,0.160819,-382.074362,-382.065714,-382.06477,-382.108298,32.486
gdb_66170,CC1(CCC1)COC=O,3.66778,0.85594,0.81161,4.0073,80.29,-0.2767,0.0095,0.2862,1490.4093,0.180965,-424.243404,-424.233681,-424.232736,-424.279105,35.11
gdb_48844,O=CC12CC1COCO2,2.92874,1.43476,1.18394,4.2569,69.33,-0.2505,-0.0219,0.2286,1063.0367,0.136025,-458.946089,-458.938376,-458.937432,-458.978537,29.249
gdb_73984,CC1=C2CC3N(C1)C23C,3.01352,1.53589,1.37642,1.0149,86.96,-0.1982,-0.0365,0.1617,1055.2971,0.169901,-365.903255,-365.894918,-365.893974,-365.935612,32.754
gdb_11582,C1CC1C#CC(=O)N,6.429,0.8368,0.78623,3.9402,74.92,-0.2477,-0.0155,0.2323,1424.5301,0.118182,-362.655234,-362.64658,-362.645635,-362.689846,29.917
gdb_93738,CC1COC(C)(O1)C=O,3.21604,1.18968,1.11656,3.5128,72.11,-0.2378,-0.0288,0.2089,1180.3911,0.156396,-460.181288,-460.171833,-460.170889,-460.215966,34.177
gdb_111644,OCC1C2CC=CCC12,2.40295,1.39739,1.26296,1.6164,82.73,-0.2323,0.0349,0.2672,1135.818,0.184744,-387.084814,-387.076338,-387.075394,-387.117951,32.928
gdb_127335,CN1C=NC(=N1)C1CO1,5.66889,0.98313,0.89144,4.057,72.79,-0.2513,0.0032,0.2545,1292.9969,0.12573,-434.067084,-434.05908,-434.058135,-434.100549,28.269
gdb_34488,N#CC1=C2CCC2CC1,2.82945,1.39585,0.99678,4.9325,87.02,-0.2447,-0.0374,0.2073,1180.2593,0.149834,-364.823711,-364.816025,-364.815081,-364.856078,29.632
gdb_56958,CC(C#C)C1OC1C=O,2.301,1.2329,1.02887,2.6626,75.22,-0.2623,-0.0477,0.2146,1230.3663,0.132136,-421.776119,-421.766607,-421.765663,-421.810979,33.918
gdb_85802,CN1CC(O)(C#C)C1=N,2.60853,1.23321,1.17524,2.7743,78.08,-0.2287,0.0155,0.2442,1164.7856,0.133296,-417.954574,-417.944817,-417.943872,-417.989346,34.869
gdb_80111,NC1C2N=CNC12C#N,2.87337,1.51599,1.27515,4.1249,71.12,-0.2326,-0.0003,0.2324,996.0506,0.114647,-412.982849,-412.975003,-412.974059,-413.01503,29.581
gdb_74081,CC1=CC(=O)C2(C1)CC2,2.94926,1.35408,1.0133,4.0303,84.7,-0.2321,-0.0358,0.1962,1208.8541,0.1593,-385.931948,-385.923523,-385.922579,-385.964958,32.231
gdb_47639,C1CC=CC=CC(=O)C1,2.35781,1.65735,1.11264,3.4319,86.25,-0.2371,-0.0636,0.1735,1114.7783,0.161488,-385.923725,-385.915863,-385.914919,-385.956044,30.873
gdb_42221,O=C(C#N)C1C2CN1C2,3.55513,1.2284,1.05317,4.3887,71.29,-0.2596,-0.0971,0.1625,1118.388,0.112933,-416.731127,-416.723526,-416.722581,-416.764433,27.644
gdb_100509,CCC(C)C(=O)C(N)=N,3.00741,0.94547,0.83511,1.8224,81.29,-0.246,-0.0506,0.1954,1486.5698,0.180863,-420.445051,-420.434305,-420.433361,-420.481424,38.775
gdb_93862,CC1COC(C)C11CO1,2.17579,1.73848,1.11493,1.556,77.71,-0.2464,0.0745,0.3209,1155.1614,0.181901,-424.215715,-424.206659,-424.205715,-424.24979,34.335
gdb_41195,C1CC23CCCC(O2)C13,3.11588,1.69561,1.4227,1.6361,81.22,-0.2344,0.0848,0.3192,1002.9424,0.185806,-387.068857,-387.061829,-387.060885,-387.099743,29.964
gdb_84930,CC1C=CCNCC1=O,2.17245,1.63048,1.09876,2.6703,81.94,-0.2187,-0.0138,0.2049,1162.6464,0.172407,-403.160657,-403.151876,-403.150932,-403.194461,33.165
gdb_16400,N=C1OCC2CC1O2,3.70714,2.29682,1.81037,3.3983,62.01,-0.2544,0.0136,0.268,748.6321,0.121446,-399.787831,-399.781731,-399.780786,-399.818006,23.906
gdb_92293,OC1CC2CC=CCC12,2.36108,1.73,1.375,1.6996,81.92,-0.2408,0.0149,0.2557,1042.3209,0.185052,-387.093318,-387.085403,-387.084459,-387.125952,31.961
gdb_68290,CC12CC(O1)C21CCC1,2.82918,1.40878,1.32779,1.8188,82.67,-0.2265,0.0841,0.3106,1104.0273,0.181839,-387.019722,-387.011349,-387.010404,-387.05248,33.106
gdb_128159,CNc1c(cnn1C)O,1.97963,1.8501,1.02147,1.7157,76.05,-0.1954,0.0309,0.2263,1167.3356,0.148027,-435.267264,-435.257657,-435.256712,-435.302091,33.821
gdb_68311,OC12CN(C1)C2C1CN1,3.25923,1.25199,1.12099,2.3823,75.68,-0.2396,0.0609,0.3004,1147.8709,0.160547,-419.091818,-419.083769,-419.082825,-419.125023,31.163
gdb_19612,CC1C2C3C(O)C1N23,2.77041,2.69357,1.77986,1.6021,66.9,-0.2467,0.0581,0.3048,790.6332,0.143188,-363.800656,-363.793637,-363.792693,-363.831458,27.442
gdb_26221,CC(C)c1ccc([nH]1)O,3.68146,0.99924,0.8398,0.819,82.78,-0.1743,0.0608,0.2351,1409.7613,0.170604,-403.192389,-403.182801,-403.181856,-403.226848,36.094
gdb_15219,OC1C(C=O)C1C#C,2.83636,1.65079,1.3351,3.5658,65.31,-0.2466,-0.0266,0.2199,939.3305,0.103945,-382.492457,-382.48411,-382.483166,-382.525493,29.598
gdb_91646,CC1(C)C2CC1C(O)C2,2.4085,1.63192,1.33083,1.3294,84.93,-0.2563,0.0791,0.3354,1099.0036,0.206591,-388.279572,-388.270726,-388.269781,-388.312182,35.979
gdb_60302,CC(C)CCC#CC=O,5.76888,0.4621,0.44099,4.2457,92.37,-0.2617,-0.0563,0.2054,2451.2276,0.179055,-387.082388,-387.071189,-387.070245,-387.121527,38.109
gdb_7950,OC1CC(=O)OC1=N,3.79782,1.84253,1.28594,1.2309,55.61,-0.2834,-0.0238,0.2596,870.4027,0.095792,-435.787686,-435.780758,-435.779814,-435.819162,25.454
gdb_17611,CC(C)C(=O)C1CO1,4.01729,1.30827,1.12491,3.4331,68.75,-0.2468,-0.0298,0.217,1108.1578,0.151225,-384.936244,-384.927229,-384.926285,-384.970529,31.695
gdb_132419,CC1=CC=C(F)C(=N)N1,3.13842,1.34184,0.94549,3.7177,79.26,-0.191,-0.0278,0.1632,1177.3022,0.125278,-442.085971,-442.078056,-442.077112,-442.118371,30.319
gdb_10548,COCC1(CN1)C#C,2.62838,1.8497,1.30267,1.3514,70.81,-0.2464,0.0331,0.2795,981.9382,0.140324,-363.780422,-363.771663,-363.770719,-363.814146,31.498
gdb_42611,O=C1C2C3C1C(=O)CN23,2.67215,1.92318,1.39355,3.2405,66.12,-0.2532,-0.0477,0.2054,897.7595,0.101599,-436.677443,-436.670928,-436.669984,-436.708533,25.532
gdb_38646,C1C2OC3OC2C=CC13,2.84424,2.28427,1.95829,2.0602,69.63,-0.2308,0.004,0.2348,790.8416,0.140437,-421.817272,-421.81176,-421.810815,-421.846747,24.755
gdb_124704,CC(CO)N1C=NC=N1,3.79516,1.03462,0.88449,2.5201,72.93,-0.2598,0.0082,0.268,1303.5949,0.149204,-435.28647,-435.277756,-435.276812,-435.320748,31.404
gdb_121396,CCCC1COCCO1,4.08948,0.81766,0.71847,0.2443,83.08,-0.2322,0.0921,0.3243,1652.3501,0.206439,-425.433217,-425.423785,-425.422841,-425.467913,35.287
gdb_71756,CC12OC3C4CN(C14)C23,3.52057,1.87486,1.59379,0.703,73.55,-0.2274,0.0658,0.2932,886.7344,0.149807,-401.876449,-401.870059,-401.869115,-401.906806,27.029
gdb_2953,OCC1COCO1,6.05336,1.89231,1.5841,1.2012,52.62,-0.257,0.08,0.3371,766.6366,0.126193,-382.77957,-382.772776,-382.771832,-382.810949,24.034
gdb_76819,OC1C(O)C23CN(C2)C13,2.97965,1.5512,1.33164,1.472,72.93,-0.2071,0.0337,0.2408,999.9588,0.147724,-438.914516,-438.906775,-438.905831,-438.946311,31.042
gdb_81372,CC1C2CC1C(C)OC2,2.41194,1.56368,1.25888,1.3704,84.98,-0.2393,0.0866,0.3259,1142.8431,0.207142,-388.288564,-388.279851,-388.278907,-388.321768,34.354
gdb_62920,CC1(O)C2CC1N=CO2,2.77787,1.7684,1.61805,1.6774,70.23,-0.2405,0.0042,0.2447,920.9442,0.148914,-439.079685,-439.07214,-439.071196,-439.111062,30.544
gdb_34125,N#CC12CC3CC1C3N2,3.49469,1.47163,1.3829,4.744,76.43,-0.2566,0.013,0.2696,973.1428,0.13946,-380.84025,-380.833714,-380.83277,-380.871054,27.019
gdb_35457,N#CC1CN2CC12C#N,2.54088,1.42085,1.10656,3.4855,71.38,-0.2878,-0.0282,0.2597,1078.3545,0.10191,-395.702438,-395.694826,-395.693882,-395.734924,27.884
gdb_81681,CC1C2CC(C)CC1O2,2.37827,1.46896,1.3355,1.6221,83.89,-0.2343,0.0733,0.3076,1140.2018,0.207566,-388.292339,-388.283777,-388.282833,-388.325149,34.251
gdb_98360,CNC(=O)C(C)OC=N,2.13562,1.14248,0.83327,1.2129,75.74,-0.2447,0.0102,0.255,1426.5394,0.157363,-456.378487,-456.367895,-456.366951,-456.415937,36.036
gdb_98772,COC(=O)C1CN2CC12,4.11793,1.01091,1.00113,2.3564,72.0,-0.2392,0.0041,0.2433,1263.0689,0.14771,-439.065011,-439.056415,-439.055471,-439.099449,30.886
gdb_3574,CC1C2C3CN3C12,4.78667,2.76464,2.33907,1.652,63.33,-0.2181,0.0666,0.2847,640.7115,0.137512,-288.5395,-288.533347,-288.532402,-288.569153,24.249
gdb_49948,O=CC1NC1(C#C)C#C,2.27876,1.27817,0.9844,2.6863,77.28,-0.2503,-0.0452,0.2051,1200.0487,0.096821,-399.449692,-399.440678,-399.439734,-399.483632,32.737
gdb_58543,CC(O)C1(C)COC1=N,2.10548,1.44657,1.40096,1.6933,75.36,-0.266,0.0242,0.2902,1106.1925,0.169775,-440.289843,-440.280304,-440.27936,-440.323835,35.852
gdb_23692,c1c(=O)[nH]c(cn1)F,3.80836,1.96701,1.29708,2.7364,56.98,-0.2381,-0.0643,0.1737,818.8727,0.073353,-438.73507,-438.729135,-438.728191,-438.765278,22.342
gdb_26725,c1c(c(c(o1)O)N)C=O,3.3327,1.22436,0.89888,3.5705,67.63,-0.2065,-0.0478,0.1587,1188.4571,0.100296,-473.848523,-473.840058,-473.839114,-473.881594,30.507
gdb_5579,CNc1c([nH]cn1)N,3.32208,1.94774,1.29037,2.3589,67.45,-0.1794,0.0425,0.2219,930.8444,0.133162,-376.123895,-376.115898,-376.114954,-376.156456,29.193
gdb_80590,CC1C2OC(C12)C(N)=O,3.79145,1.10334,1.00103,2.8201,72.09,-0.2349,0.0308,0.2658,1227.1114,0.147146,-439.078176,-439.06945,-439.068506,-439.111839,32.647
gdb_54859,[O-]C(=O)C1C2C[NH2+]CC12,2.97548,1.40157,1.2591,6.8305,71.75,-0.2359,0.0293,0.2652,1052.1085,0.151089,-439.114119,-439.106834,-439.10589,-439.146058,28.558
gdb_93065,CC1CC=CCC(=O)C1,2.21143,1.50143,0.98979,2.8449,84.4,-0.2272,-0.0115,0.2157,1246.51,0.183277,-387.126336,-387.117499,-387.116555,-387.159892,33.902
gdb_56763,CC(C#N)C12CC1CO2,2.89618,1.32159,1.06492,2.6683,75.69,-0.2493,0.0283,0.2776,1158.8114,0.147052,-401.922421,-401.913806,-401.912862,-401.955978,31.975
gdb_97279,CN=CN(C=O)C(=N)N,2.65199,1.13437,0.80297,1.4078,77.11,-0.2424,-0.0294,0.2129,1392.5859,0.135412,-451.361055,-451.351531,-451.350587,-451.396149,33.866
gdb_97131,CN=C1OCC1NC=O,3.89176,0.91809,0.78085,2.2072,73.7,-0.2597,0.0118,0.2715,1437.0414,0.135233,-455.158292,-455.148904,-455.14796,-455.194718,31.832
gdb_62840,CC1(O)C2CC11COC21,2.62687,1.88292,1.50554,2.4684,75.74,-0.2356,0.0445,0.2801,952.1619,0.158801,-422.889345,-422.881808,-422.880864,-422.920715,31.412
gdb_16707,CC1CC2NC1C2=O,2.93147,2.243,1.78186,3.4584,67.23,-0.2411,-0.0107,0.2305,816.221,0.143862,-363.850921,-363.844032,-363.843088,-363.881802,26.96
gdb_124964,Cc1c(nn[nH]1)CC#C,3.06445,1.25295,0.96012,4.3239,75.99,-0.2448,0.0002,0.245,1196.9516,0.123946,-396.904202,-396.895471,-396.894527,-396.938386,31.362
gdb_11695,O=CC12CC(=O)C1N2,4.48595,1.54447,1.32084,1.8882,60.67,-0.2586,-0.0593,0.1993,886.3872,0.094662,-398.579243,-398.572387,-398.571442,-398.610628,24.986
gdb_89432,CC12CN3C(C13)C(O)C2,2.81169,1.65534,1.3973,3.093,77.38,-0.2225,0.0666,0.2892,1012.2333,0.172326,-403.11015,-403.102364,-403.10142,-403.141793,31.807
gdb_107137,COC12CC1C1(C)NC21,3.52608,1.1548,1.12706,1.2522,79.84,-0.204,0.0813,0.2853,1210.1509,0.169196,-403.052117,-403.04325,-403.042306,-403.085384,34.18
gdb_30111,CC1OC1C1=CN=CO1,3.9923,1.15362,1.0079,1.994,72.44,-0.24,-0.0119,0.2281,1174.7287,0.124804,-437.895566,-437.887774,-437.88683,-437.928665,28.411
gdb_2042,CC1(O)CN2CC12,4.57056,2.4829,2.21724,2.551,59.86,-0.2286,0.0684,0.297,669.6086,0.136195,-325.725266,-325.718471,-325.717527,-325.755329,26.471
gdb_106976,CCC12CC=C(C)C1N2,3.9631,1.05371,0.93963,1.4775,87.99,-0.2187,0.0174,0.2361,1361.1848,0.194581,-367.215403,-367.206245,-367.2053,-367.249053,35.259
gdb_24433,c1nc2c(o1)NCCN2,3.49535,1.65075,1.16578,2.6442,70.48,-0.1874,0.0167,0.2041,1000.5725,0.129162,-434.086929,-434.080237,-434.079293,-434.117978,26.723
gdb_121968,CCOCC(O)CC#N,6.09744,0.58211,0.55454,6.1658,77.88,-0.2787,0.037,0.3157,1984.2319,0.168544,-440.294001,-440.28335,-440.282406,-440.33097,36.784
gdb_130316,c1c(c(no1)N)CCO,3.19766,1.20956,0.91058,4.5558,70.7,-0.2132,0.0137,0.2268,1230.9805,0.136789,-455.135694,-455.127083,-455.126139,-455.16945,32.14
gdb_102857,OCC(CC=O)CC#C,3.45075,0.83539,0.71074,2.5973,78.74,-0.2555,-0.0285,0.227,1549.2387,0.155584,-422.996746,-422.986309,-422.985365,-423.03306,36.786
gdb_130769,C1Cc2noc(=O)n2C1,3.26307,1.64246,1.12267,6.3956,66.21,-0.2472,-0.0013,0.246,1017.1239,0.115599,-453.98047,-453.973598,-453.972654,-454.012055,25.892
gdb_1803,CC1(CN1)C(N)=O,3.87991,2.6139,1.85218,2.9512,57.27,-0.2364,0.0292,0.2655,710.161,0.125383,-341.851447,-341.844091,-341.843147,-341.882603,27.263
gdb_112931,CC#CC1CC(CO)C1,4.73546,0.60341,0.58878,1.4063,89.65,-0.2365,0.0553,0.2918,1964.9496,0.180881,-387.054098,-387.043596,-387.042652,-387.091982,36.793
gdb_103461,CC1(CO)N2CCC12C,2.43839,1.39787,1.16956,2.4937,82.25,-0.2312,0.0829,0.3141,1186.7074,0.193315,-404.307131,-404.297504,-404.296559,-404.341035,36.892
gdb_20456,C1NC1C1=NOC=N1,6.43645,1.45805,1.29083,2.0088,59.19,-0.2626,-0.0286,0.2341,902.3448,0.09759,-394.746137,-394.739769,-394.738825,-394.77796,22.649
gdb_120544,CCC1CC(CCO)C1,5.31986,0.57054,0.55411,1.4215,90.3,-0.261,0.081,0.342,2102.18,0.228044,-389.485361,-389.474596,-389.473652,-389.522057,39.273
gdb_27128,c1c[nH]c(c1O)CC=O,2.93402,1.21121,0.91,2.3705,74.67,-0.1933,-0.0211,0.1721,1230.1837,0.123717,-437.92529,-437.916433,-437.915489,-437.96015,31.594
gdb_12441,C1C=CCNC(=O)N1,3.55748,1.96817,1.36953,3.9652,65.95,-0.2336,-0.0023,0.2313,882.8409,0.133325,-379.955463,-379.94808,-379.947136,-379.987245,27.556
gdb_26956,NC1=C(C=CO1)C1CN1,3.02049,1.37119,0.99632,2.1093,75.23,-0.1903,0.0308,0.221,1158.5416,0.137933,-418.000057,-417.991996,-417.991052,-418.03295,30.638
gdb_28293,Cc1cc2n(c1)C=CC2,4.94975,1.22706,0.99538,1.2828,87.9,-0.1928,0.0022,0.195,1190.399,0.149611,-364.863747,-364.85612,-364.855175,-364.895762,29.87
gdb_132018,NC1=C(F)C(=N)N=CN1,2.37736,1.88253,1.05313,6.7559,71.32,-0.201,-0.0136,0.1874,1038.1121,0.102828,-474.1777,-474.170014,-474.16907,-474.209758,29.186
gdb_78342,CN1C2C1C1(CO1)C2=O,2.84741,1.44016,1.08578,4.3298,71.9,-0.2325,-0.034,0.1985,1116.3476,0.122321,-437.813124,-437.805142,-437.804198,-437.845617,29.954
gdb_131971,Cn1c(cnn1)N(=O)=O,2.93009,1.65423,1.06436,1.9065,65.06,-0.2925,-0.1061,0.1864,1020.0711,0.089771,-485.972258,-485.964843,-485.963898,-486.004803,26.097
gdb_90944,CC1CC2C3OC1OC23,2.95173,1.75526,1.57338,1.497,72.38,-0.2234,0.0832,0.3066,940.6576,0.161953,-423.023843,-423.016843,-423.015899,-423.055135,28.653
gdb_23001,CC1CCC1C(C)=NO,2.72743,1.06456,0.97299,0.5854,85.36,-0.236,0.0164,0.2524,1356.8878,0.192364,-404.30849,-404.298292,-404.297347,-404.34404,37.533
gdb_74562,CC1=NC2C(O1)C2C#C,2.55559,1.67702,1.31709,1.1937,74.57,-0.2317,0.0142,0.2459,1009.4196,0.123471,-400.718707,-400.710689,-400.709744,-400.751285,30.363
